date,year,month,NDVI,GPP,EVI,LAI,NDVI_smoothed,GPP_smoothed,EVI_smoothed,LAI_smoothed
2010-09-01,2010.0,9.0,0.650699977022059,3.2374987671367996e-05,0.3284941268382351,1.8280880861228344,0.5862374967174401,3.237498767136802e-05,0.28814988182773327,1.543250267614668
2010-10-01,2010.0,10.0,0.4176136213235291,3.2374987671367996e-05,0.16066125,0.6856309239444609,0.44877917060574524,3.237498767136802e-05,0.2010056928396376,0.9431774104666145
2010-11-01,2010.0,11.0,0.2853154641544119,3.2374987671367996e-05,0.1023983823529411,0.339762278721246,0.3229808735994425,3.237498767136802e-05,0.11597836462710254,0.4614126547841188
2010-12-01,2010.0,12.0,0.240509145220588,3.2374987671367996e-05,0.0829610477941176,0.3063921337652565,0.23522087907038036,3.237498767136802e-05,0.07563799063375463,0.21797271966606147
2011-01-01,2011.0,1.0,0.2334357444852942,3.2374987671367996e-05,0.0824875689338235,0.3048951277772323,0.20925054818802588,3.237498767136802e-05,0.07438972601540622,0.27067287491112096
2011-02-01,2011.0,2.0,0.2135021920955882,3.2374987671367996e-05,0.0863173621323528,0.3043764929158077,0.19922389268207152,3.237498767136802e-05,0.06787428637079714,0.23890758685594807
2011-03-01,2011.0,3.0,0.2241901470588236,3.2374987671367996e-05,0.0927964108455882,0.3745541703478288,0.25838467874649645,3.237498767136802e-05,0.11248498358718317,0.34449072191291746
2011-04-01,2011.0,4.0,0.3285731571691176,3.2374987671367996e-05,0.1475805376838235,0.4432173903558998,0.38067957348564185,3.237498767136802e-05,0.19990000744047437,0.6894404659325505
2011-05-01,2011.0,5.0,0.5965924632352944,3.2374987671367996e-05,0.3586966957720591,1.379787965053498,0.5430328945640734,3.237498767136802e-05,0.3156285849964972,1.4161320606250296
2011-06-01,2011.0,6.0,0.7023856020220594,3.2374987671367996e-05,0.424204159007353,2.1572011714276367,0.6955417215948866,3.237498767136802e-05,0.414205691964285,2.18266756884357
2011-07-01,2011.0,7.0,0.7556143060661763,3.2374987671367996e-05,0.455355836397059,2.962633748895648,0.7642407727153364,3.237498767136802e-05,0.4496580991771714,2.6482243553486313
2011-08-01,2011.0,8.0,0.7353089935661759,3.2374987671367996e-05,0.3926033915441179,2.4625323124243312,0.6989617275035034,3.237498767136802e-05,0.3849330385591755,2.3558327139631814
2011-09-01,2011.0,9.0,0.5834149172794115,3.2374987671367996e-05,0.2951918704044117,1.6435301528091353,0.5680874884016133,3.237498767136802e-05,0.2851223177083355,1.6323109830300484
2011-10-01,2011.0,10.0,0.3746436580882352,3.2374987671367996e-05,0.1560103492647059,0.5138226279681076,0.41495159423144556,3.237498767136802e-05,0.18104367953431583,0.8220841429293526
2011-11-01,2011.0,11.0,0.2705224356617645,3.2374987671367996e-05,0.0955831525735293,0.327859036026308,0.29142654324229966,3.237498767136802e-05,0.11014210040266266,0.3591811692773815
2011-12-01,2011.0,12.0,0.2437110477941176,3.2374987671367996e-05,0.0874327573529411,0.3206930401492097,0.23269494288340517,3.237498767136802e-05,0.07728407059698979,0.21184173417412458
2012-01-01,2012.0,1.0,0.2289888786764705,3.2374987671367996e-05,0.0821010431985294,0.292867543601322,0.21520100730917407,3.237498767136802e-05,0.0730888578869048,0.2801856604251813
2012-02-01,2012.0,2.0,0.2252106387867646,3.2374987671367996e-05,0.081714278492647,0.3217155852229964,0.19980640099789773,3.237498767136802e-05,0.0628364657738082,0.20896979135665023
2012-03-01,2012.0,3.0,0.2245922380514707,3.2374987671367996e-05,0.0889795680147059,0.3700443375543993,0.26218351190475964,3.237498767136802e-05,0.11641294008228133,0.4219627100210093
2012-04-01,2012.0,4.0,0.3166439108455882,3.2374987671367996e-05,0.1481954825367648,0.5433452766597958,0.38455276632527746,3.237498767136802e-05,0.20468225140055835,0.9517084488322233
2012-05-01,2012.0,5.0,0.6210233777573526,3.2374987671367996e-05,0.3973181250000002,1.8887558216899536,0.5412081287202356,3.237498767136802e-05,0.3232372960434156,1.5688324236252846
2012-06-01,2012.0,6.0,0.6900169439338238,3.2374987671367996e-05,0.410517895220588,2.411471319655771,0.6882077389705866,3.237498767136802e-05,0.4318157536764693,2.3334514811127076
2012-07-01,2012.0,7.0,0.7511489843750006,3.2374987671367996e-05,0.4846608455882351,2.492083047020711,0.7821289484856448,3.237498767136802e-05,0.4875793297006305,2.8120904560901625
2012-08-01,2012.0,8.0,0.7492802297794126,3.2374987671367996e-05,0.4515083042279411,2.9738302084355865,0.7276273455007032,3.237498767136802e-05,0.42524918767507186,2.494796914108301
2012-09-01,2012.0,9.0,0.6796891038602936,3.2374987671367996e-05,0.3592602435661766,1.9871445633323517,0.6027837311799753,3.237498767136802e-05,0.3265684202118369,1.83340333384754
2012-10-01,2012.0,10.0,0.3689838189338235,3.2374987671367996e-05,0.149480666360294,0.6217507607735347,0.4310931138392889,3.237498767136802e-05,0.2003997535889379,1.0640771150906752
2012-11-01,2012.0,11.0,0.2423857077205883,3.2374987671367996e-05,0.0896055790441176,0.3117982614006958,0.2797197505252129,3.237498767136802e-05,0.10776379901960977,0.37595993285353657
2012-12-01,2012.0,12.0,0.2047599264705879,3.2374987671367996e-05,0.0822910937499999,0.2853645168679036,0.19493557619923196,3.237498767136802e-05,0.06679790747549136,0.17863379408241264
